<?xml version="1.0" encoding="utf-8"?>
<ComparisonDefinition xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xmlns:xsd="http://www.w3.org/2001/XMLSchema">
  <Delimiter>,</Delimiter>
  <KeyColumns>
    <Column>COL A</Column>
  </KeyColumns>
  <HeaderRowIndex>0</HeaderRowIndex>
  <ToleranceValue>0.1</ToleranceValue>
  <IgnoreInvalidRows>false</IgnoreInvalidRows>
  <ToleranceType>Relative</ToleranceType>
</ComparisonDefinition>
Reference: C:\temp\ReferenceTest.csv
Target: C:\temp\CandidateTest.csv
Comparison took 679ms
Break Type,Key,Reference Row, Reference Value, Candidate Row, Candidate Value
ValueMismatch,89300,89301,32.1,89298,10.5
ValueMismatch,89400,89401,C,89398,B
ValueMismatch,89400,89401,G,89398,E
ValueMismatch,89400,89401,10.5,89398,32.1
ValueMismatch,89500,89501,C,89498,A
ValueMismatch,89500,89501,10.5,89498,32.1
ValueMismatch,89600,89601,C,89598,A
ValueMismatch,89600,89601,F,89598,G
ValueMismatch,89600,89601,32.1,89598,1.5
ValueMismatch,89700,89701,E,89698,G
ValueMismatch,89700,89701,10.5,89698,1.5
ValueMismatch,89800,89801,G,89798,E
ValueMismatch,89800,89801,1.5,89798,32.1
ValueMismatch,89900,89901,A,89898,B
ValueMismatch,89900,89901,E,89898,G
ValueMismatch,90000,90001,E,89998,G
ValueMismatch,90100,90101,10.5,90098,32.1
ValueMismatch,90200,90201,G,90198,F
ValueMismatch,90300,90301,F,90298,G
ValueMismatch,90300,90301,10.5,90298,1.5
ValueMismatch,90400,90401,A,90398,B
ValueMismatch,90500,90501,C,90498,A
ValueMismatch,90500,90501,32.1,90498,1.5
ValueMismatch,90600,90601,E,90598,G
ValueMismatch,90600,90601,1.5,90598,32.1
ValueMismatch,90700,90701,C,90698,B
ValueMismatch,90800,90801,C,90798,A
ValueMismatch,90800,90801,G,90798,F
ValueMismatch,90900,90901,1.5,90898,32.1
ValueMismatch,91000,91001,C,90998,A
ValueMismatch,91000,91001,F,90998,G
ValueMismatch,91100,91101,G,91098,F
ValueMismatch,91100,91101,1.5,91098,32.1
ValueMismatch,91200,91201,B,91198,A
ValueMismatch,91200,91201,E,91198,G
ValueMismatch,91300,91301,A,91298,B
ValueMismatch,91400,91401,A,91398,C
ValueMismatch,91400,91401,G,91398,E
ValueMismatch,91400,91401,32.1,91398,1.5
ValueMismatch,91500,91501,10.5,91498,32.1
ValueMismatch,91600,91601,E,91598,G
ValueMismatch,91600,91601,10.5,91598,1.5
ValueMismatch,91700,91701,G,91698,E
ValueMismatch,91700,91701,10.5,91698,32.1
ValueMismatch,91800,91801,E,91798,F
ValueMismatch,91800,91801,10.5,91798,32.1
ValueMismatch,91900,91901,A,91898,C
ValueMismatch,91900,91901,G,91898,E
ValueMismatch,91900,91901,10.5,91898,1.5
ValueMismatch,92000,92001,C,91998,A
ValueMismatch,92000,92001,F,91998,E
ValueMismatch,92000,92001,10.5,91998,1.5
ValueMismatch,92200,92201,F,92198,E
ValueMismatch,92200,92201,32.1,92198,10.5
ValueMismatch,92300,92301,A,92298,B
ValueMismatch,92300,92301,10.5,92298,1.5
ValueMismatch,92400,92401,A,92398,B
ValueMismatch,92400,92401,G,92398,E
ValueMismatch,92500,92501,A,92498,C
ValueMismatch,92500,92501,G,92498,E
ValueMismatch,92500,92501,10.5,92498,1.5
ValueMismatch,92600,92601,B,92598,A
ValueMismatch,92600,92601,F,92598,E
ValueMismatch,92700,92701,B,92698,C
ValueMismatch,92700,92701,E,92698,F
ValueMismatch,92800,92801,B,92798,A
ValueMismatch,92800,92801,F,92798,G
ValueMismatch,92800,92801,1.5,92798,32.1
ValueMismatch,92900,92901,10.5,92898,32.1
ValueMismatch,93000,93001,E,92998,G
ValueMismatch,93000,93001,32.1,92998,1.5
ValueMismatch,93100,93101,A,93098,C
ValueMismatch,93200,93201,G,93198,E
ValueMismatch,93200,93201,10.5,93198,32.1
ValueMismatch,93300,93301,B,93298,A
ValueMismatch,93300,93301,E,93298,G
ValueMismatch,93300,93301,1.5,93298,10.5
ValueMismatch,93400,93401,F,93398,G
ValueMismatch,93500,93501,B,93498,C
ValueMismatch,93500,93501,1.5,93498,32.1
ValueMismatch,93600,93601,C,93598,A
ValueMismatch,93600,93601,F,93598,E
ValueMismatch,93600,93601,1.5,93598,10.5
ValueMismatch,93700,93701,B,93698,C
ValueMismatch,93700,93701,F,93698,E
ValueMismatch,93700,93701,10.5,93698,32.1
ValueMismatch,93800,93801,G,93798,E
ValueMismatch,93800,93801,1.5,93798,32.1
ValueMismatch,93900,93901,A,93898,B
ValueMismatch,93900,93901,G,93898,F
ValueMismatch,93900,93901,10.5,93898,1.5
ValueMismatch,94000,94001,A,93998,B
ValueMismatch,94000,94001,G,93998,E
ValueMismatch,94000,94001,1.5,93998,32.1
ValueMismatch,94100,94101,C,94098,A
ValueMismatch,94100,94101,E,94098,G
ValueMismatch,94100,94101,10.5,94098,1.5
ValueMismatch,94200,94201,G,94198,E
ValueMismatch,94300,94301,F,94298,E
ValueMismatch,94400,94401,C,94398,A
ValueMismatch,94400,94401,10.5,94398,32.1
ValueMismatch,94500,94501,A,94498,C
ValueMismatch,94500,94501,F,94498,G
ValueMismatch,94600,94601,A,94598,B
ValueMismatch,94600,94601,F,94598,G
ValueMismatch,94600,94601,32.1,94598,10.5
ValueMismatch,94700,94701,A,94698,B
ValueMismatch,94700,94701,F,94698,E
ValueMismatch,94800,94801,A,94798,B
ValueMismatch,94800,94801,F,94798,E
ValueMismatch,94900,94901,B,94898,A
ValueMismatch,94900,94901,F,94898,G
ValueMismatch,95000,95001,G,94998,F
ValueMismatch,95000,95001,1.5,94998,10.5
ValueMismatch,95100,95101,C,95098,A
ValueMismatch,95100,95101,E,95098,F
ValueMismatch,95100,95101,32.1,95098,1.5
ValueMismatch,95200,95201,A,95198,B
ValueMismatch,95300,95301,C,95298,A
ValueMismatch,95300,95301,E,95298,F
ValueMismatch,95400,95401,G,95398,E
ValueMismatch,95400,95401,32.1,95398,1.5
ValueMismatch,95500,95501,C,95498,B
ValueMismatch,95500,95501,G,95498,E
ValueMismatch,95500,95501,32.1,95498,1.5
ValueMismatch,95600,95601,G,95598,F
ValueMismatch,95600,95601,10.5,95598,1.5
ValueMismatch,95700,95701,B,95698,A
ValueMismatch,95700,95701,G,95698,E
ValueMismatch,95700,95701,1.5,95698,10.5
ValueMismatch,95800,95801,E,95798,G
ValueMismatch,95800,95801,1.5,95798,10.5
ValueMismatch,95900,95901,E,95898,G
ValueMismatch,95900,95901,32.1,95898,10.5
ValueMismatch,96000,96001,G,95998,E
ValueMismatch,96000,96001,10.5,95998,1.5
ValueMismatch,96100,96101,10.5,96098,32.1
ValueMismatch,96200,96201,C,96198,A
ValueMismatch,96200,96201,G,96198,E
ValueMismatch,96200,96201,32.1,96198,10.5
ValueMismatch,96300,96301,C,96298,B
ValueMismatch,96300,96301,G,96298,E
ValueMismatch,96400,96401,B,96398,A
ValueMismatch,96500,96501,C,96498,B
ValueMismatch,96500,96501,G,96498,F
ValueMismatch,96500,96501,10.5,96498,32.1
ValueMismatch,96600,96601,B,96598,C
ValueMismatch,96600,96601,E,96598,F
ValueMismatch,96700,96701,A,96698,B
ValueMismatch,96700,96701,E,96698,F
ValueMismatch,96700,96701,32.1,96698,1.5
ValueMismatch,96800,96801,C,96798,A
ValueMismatch,96800,96801,F,96798,E
ValueMismatch,96900,96901,C,96898,B
ValueMismatch,96900,96901,G,96898,F
ValueMismatch,96900,96901,10.5,96898,1.5
ValueMismatch,97000,97001,32.1,96998,1.5
ValueMismatch,97200,97201,C,97198,B
ValueMismatch,97200,97201,F,97198,G
ValueMismatch,97200,97201,10.5,97198,1.5
ValueMismatch,97300,97301,B,97298,C
ValueMismatch,97300,97301,1.5,97298,10.5
ValueMismatch,97400,97401,B,97398,C
ValueMismatch,97400,97401,F,97398,E
ValueMismatch,97500,97501,G,97498,F
ValueMismatch,97600,97601,C,97598,B
ValueMismatch,97600,97601,F,97598,E
ValueMismatch,97600,97601,1.5,97598,10.5
ValueMismatch,97700,97701,B,97698,C
ValueMismatch,97900,97901,C,97898,A
ValueMismatch,98000,98001,A,97998,B
ValueMismatch,98000,98001,E,97998,G
ValueMismatch,98000,98001,10.5,97998,32.1
ValueMismatch,98100,98101,B,98098,A
ValueMismatch,98100,98101,G,98098,E
ValueMismatch,98100,98101,32.1,98098,10.5
ValueMismatch,98200,98201,C,98198,B
ValueMismatch,98200,98201,E,98198,G
ValueMismatch,98300,98301,A,98298,B
ValueMismatch,98300,98301,32.1,98298,10.5
ValueMismatch,98400,98401,B,98398,C
ValueMismatch,98400,98401,E,98398,F
ValueMismatch,98400,98401,32.1,98398,1.5
ValueMismatch,98500,98501,A,98498,B
ValueMismatch,98500,98501,G,98498,F
ValueMismatch,98600,98601,G,98598,F
ValueMismatch,98600,98601,1.5,98598,32.1
ValueMismatch,98700,98701,C,98698,A
ValueMismatch,98700,98701,G,98698,F
ValueMismatch,98700,98701,1.5,98698,32.1
ValueMismatch,98800,98801,B,98798,A
ValueMismatch,98800,98801,F,98798,E
ValueMismatch,98900,98901,B,98898,C
ValueMismatch,98900,98901,E,98898,F
ValueMismatch,98900,98901,32.1,98898,1.5
ValueMismatch,99000,99001,C,98998,A
ValueMismatch,99000,99001,F,98998,E
ValueMismatch,99100,99101,E,99098,F
ValueMismatch,99100,99101,32.1,99098,10.5
ValueMismatch,99200,99201,B,99198,C
ValueMismatch,99200,99201,E,99198,F
ValueMismatch,99300,99301,1.5,99298,32.1
ValueMismatch,99400,99401,B,99398,A
ValueMismatch,99400,99401,G,99398,F
ValueMismatch,99400,99401,10.5,99398,32.1
ValueMismatch,99500,99501,C,99498,A
ValueMismatch,99500,99501,E,99498,G
ValueMismatch,99500,99501,1.5,99498,10.5
ValueMismatch,99600,99601,B,99598,C
ValueMismatch,99600,99601,G,99598,F
ValueMismatch,99700,99701,B,99698,A
ValueMismatch,99700,99701,32.1,99698,1.5
ValueMismatch,99800,99801,A,99798,B
ValueMismatch,99800,99801,F,99798,G
ValueMismatch,99800,99801,10.5,99798,1.5
ValueMismatch,99900,99901,C,99898,B
ValueMismatch,99900,99901,G,99898,E
RowInReferenceNotInCandidate,40,41,,0,
RowInReferenceNotInCandidate,75,76,,0,
RowInReferenceNotInCandidate,84115,84116,,0,
RowInReferenceNotInCandidate,99982,99983,,0,
